tconst,averageRating,numVotes,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0000110,4.4,404,short,Rip Passing Over the Mountain,Rip Passing Over the Mountain,0,1896,\N,1,Short
tt0000111,4.5,412,short,Rip's Toast,Rip's Toast,0,1896,\N,1,Drama
tt0000111,4.5,412,short,Rip's Toast,Rip's Toast,0,1896,\N,1,Short
tt0000112,4.5,398,short,Rip's Toast to Hudson,Rip's Toast to Hudson,0,1896,\N,1,Fantasy
tt0000112,4.5,398,short,Rip's Toast to Hudson,Rip's Toast to Hudson,0,1896,\N,1,Short
tt0000113,4.4,418,short,Rip's Twenty Years' Sleep,Rip's Twenty Years' Sleep,0,1896,\N,0,Drama
tt0000113,4.4,418,short,Rip's Twenty Years' Sleep,Rip's Twenty Years' Sleep,0,1896,\N,0,Short
tt0000114,5.5,14,short,French Regiment Going to the Parade,Le rÃ©giment,0,1896,\N,\N,Documentary
tt0000114,5.5,14,short,French Regiment Going to the Parade,Le rÃ©giment,0,1896,\N,\N,Short
tt0000115,5.2,16,short,RÃ©union d'officiers,RÃ©union d'officiers,0,1896,\N,\N,Documentary
tt0000115,5.2,16,short,RÃ©union d'officiers,RÃ©union d'officiers,0,1896,\N,\N,Short
tt0000116,5.5,13,short,Sac au dos,Sac au dos,0,1896,\N,\N,Short
tt0000117,5.1,106,short,SaÃ­da do Pessoal OperÃ¡rio da FÃ¡brica ConfianÃ§a,SaÃ­da do Pessoal OperÃ¡rio da FÃ¡brica ConfianÃ§a,0,1896,\N,1,Documentary
tt0000117,5.1,106,short,SaÃ­da do Pessoal OperÃ¡rio da FÃ¡brica ConfianÃ§a,SaÃ­da do Pessoal OperÃ¡rio da FÃ¡brica ConfianÃ§a,0,1896,\N,1,Short
tt0000118,5.6,14,short,Salut malencontreux d'un dÃ©serteur,Salut malencontreux d'un dÃ©serteur,0,1896,\N,\N,Short
tt0000119,5.9,22,short,"Rescue on the River, Pt. 2","Sauvetage en riviÃ¨re, 1er",0,1896,\N,\N,Documentary
tt0000119,5.9,22,short,"Rescue on the River, Pt. 2","Sauvetage en riviÃ¨re, 1er",0,1896,\N,\N,Short
tt0000120,5.8,25,short,"Rescue on the River, Pt. 1","Sauvetage en riviÃ¨re, 2e",0,1896,\N,\N,Documentary
tt0000120,5.8,25,short,"Rescue on the River, Pt. 1","Sauvetage en riviÃ¨re, 2e",0,1896,\N,\N,Short
tt0000121,4.4,39,short,The Soldier's Courtship,The Soldier's Courtship,0,1896,\N,\N,Comedy
tt0000121,4.4,39,short,The Soldier's Courtship,The Soldier's Courtship,0,1896,\N,\N,Short
tt0000122,5.5,13,short,Closing Hours at Vibert's Perfume Factory,Sortie des ateliers Vibert,0,1896,\N,\N,Documentary
tt0000122,5.5,13,short,Closing Hours at Vibert's Perfume Factory,Sortie des ateliers Vibert,0,1896,\N,\N,Short
tt0000123,5.6,62,short,Conjuring,SÃ©ance de prestidigitation,0,1896,\N,\N,Short
tt0000124,5.6,13,short,TempÃªte sur la jetÃ©e du treport,TempÃªte sur la jetÃ©e du treport,0,1896,\N,\N,Documentary
tt0000124,5.6,13,short,TempÃªte sur la jetÃ©e du treport,TempÃªte sur la jetÃ©e du treport,0,1896,\N,\N,Short
tt0000125,4.7,7,short,The Terrible Railway Accident,The Terrible Railway Accident,0,1896,\N,\N,Short
tt0000126,5.7,15,short,Tom Old Boot,Tom Old Boot,0,1896,\N,\N,Short
tt0000127,4.5,12,short,Les tribulations d'un concierge,Les tribulations d'un concierge,0,1896,\N,\N,Comedy
tt0000127,4.5,12,short,Les tribulations d'un concierge,Les tribulations d'un concierge,0,1896,\N,\N,Short
tt0000128,5.9,22,short,Academy for Young Ladies,Un lycÃ©e de jeunes filles,0,1896,\N,\N,Short
tt0000129,6.8,32,short,Un petit diable,Un petit diable,0,1896,\N,\N,Short
tt0000130,5.4,14,short,Une altercation au cafÃ©,Une altercation au cafÃ©,0,1896,\N,\N,Short
tt0000131,5.8,963,short,A Terrible Night,Une nuit terrible,0,1896,\N,1,Comedy
tt0000131,5.8,963,short,A Terrible Night,Une nuit terrible,0,1896,\N,1,Horror
tt0000131,5.8,963,short,A Terrible Night,Une nuit terrible,0,1896,\N,1,Short
tt0000132,5.1,807,short,Card Party,Une partie de cartes,0,1896,\N,1,Biography
tt0000132,5.1,807,short,Card Party,Une partie de cartes,0,1896,\N,1,Short
tt0000133,6.7,19,short,La voiture du potier,La voiture du potier,0,1896,\N,\N,Short
tt0000134,4.7,7,short,The Wandering Negro Minstrels,The Wandering Negro Minstrels,0,1896,\N,\N,Music
tt0000134,4.7,7,short,The Wandering Negro Minstrels,The Wandering Negro Minstrels,0,1896,\N,\N,Short
tt0000135,7.0,48,short,A Watermelon Feast,A Watermelon Feast,0,1896,\N,\N,Documentary
tt0000135,7.0,48,short,A Watermelon Feast,A Watermelon Feast,0,1896,\N,\N,Short
tt0000136,6.3,280,short,L'arroseur arrosÃ©,L'arroseur arrosÃ©,0,1897,\N,1,Comedy
tt0000136,6.3,280,short,L'arroseur arrosÃ©,L'arroseur arrosÃ©,0,1897,\N,1,Short
tt0000137,4.5,8,short,Au rÃ©fectoire,Au rÃ©fectoire,0,1897,\N,\N,Comedy
tt0000137,4.5,8,short,Au rÃ©fectoire,Au rÃ©fectoire,0,1897,\N,\N,Short
tt0000138,6.5,742,short,The Bewitched Inn,L'auberge ensorcelÃ©e,0,1897,\N,2,Comedy
tt0000138,6.5,742,short,The Bewitched Inn,L'auberge ensorcelÃ©e,0,1897,\N,2,Horror
tt0000138,6.5,742,short,The Bewitched Inn,L'auberge ensorcelÃ©e,0,1897,\N,2,Short
tt0000139,5.4,14,short,L'aveugle,L'aveugle,0,1897,\N,\N,Short
tt0000140,5.1,208,short,Baignade dans le torrent,Baignade dans le torrent,0,1897,\N,1,Short
tt0000141,5.4,49,short,Ballet libella,Ballet libella,0,1897,\N,\N,Documentary
tt0000141,5.4,49,short,Ballet libella,Ballet libella,0,1897,\N,\N,Short
tt0000142,4.7,10,short,Buffalo Bill and Escort,Buffalo Bill and Escort,0,1897,\N,\N,News
tt0000142,4.7,10,short,Buffalo Bill and Escort,Buffalo Bill and Escort,0,1897,\N,\N,Short
tt0000143,4.9,181,short,Les cambrioleurs,Les cambrioleurs,0,1897,\N,1,Comedy
tt0000143,4.9,181,short,Les cambrioleurs,Les cambrioleurs,0,1897,\N,1,Short
tt0000144,5.1,202,short,Chez le magnÃ©tiseur,Chez le magnÃ©tiseur,0,1897,\N,1,Comedy
tt0000144,5.1,202,short,Chez le magnÃ©tiseur,Chez le magnÃ©tiseur,0,1897,\N,1,Short
tt0000146,5.2,12,short,Le cocher de fiacre endormi,Le cocher de fiacre endormi,0,1897,\N,\N,Comedy
tt0000146,5.2,12,short,Le cocher de fiacre endormi,Le cocher de fiacre endormi,0,1897,\N,\N,Short
tt0000147,5.1,305,movie,The Corbett-Fitzsimmons Fight,The Corbett-Fitzsimmons Fight,0,1897,\N,20,Documentary
tt0000147,5.1,305,movie,The Corbett-Fitzsimmons Fight,The Corbett-Fitzsimmons Fight,0,1897,\N,20,News
tt0000147,5.1,305,movie,The Corbett-Fitzsimmons Fight,The Corbett-Fitzsimmons Fight,0,1897,\N,20,Sport
tt0000149,4.9,9,short,Behind the Scenes,Dans les coulisses,0,1897,\N,\N,Comedy
tt0000149,4.9,9,short,Behind the Scenes,Dans les coulisses,0,1897,\N,\N,Short
tt0000150,5.5,89,short,Danse fleur de lotus,Danse fleur de lotus,0,1897,\N,1,Documentary
tt0000150,5.5,89,short,Danse fleur de lotus,Danse fleur de lotus,0,1897,\N,1,Short
tt0000151,5.3,28,short,Faust et Marguerite,Faust et Marguerite,0,1897,\N,\N,Short
tt0000152,6.1,148,short,The Hallucinated Alchemist,L'hallucination de l'alchimiste,0,1897,\N,2,Fantasy
tt0000152,6.1,148,short,The Hallucinated Alchemist,L'hallucination de l'alchimiste,0,1897,\N,2,Horror
tt0000152,6.1,148,short,The Hallucinated Alchemist,L'hallucination de l'alchimiste,0,1897,\N,2,Short
tt0000153,5.7,279,short,The Haunted Castle,The Haunted Castle,0,1897,\N,1,Horror
tt0000153,5.7,279,short,The Haunted Castle,The Haunted Castle,0,1897,\N,1,Short
tt0000154,3.8,8,short,Henley Regatta,Henley Regatta,0,1897,\N,\N,News
tt0000154,3.8,8,short,Henley Regatta,Henley Regatta,0,1897,\N,\N,Short
tt0000154,3.8,8,short,Henley Regatta,Henley Regatta,0,1897,\N,\N,Sport
tt0000155,4.9,12,short,The Hypnotist at Work,Le magnÃ©tiseur,0,1897,\N,\N,Short
tt0000156,4.2,10,short,A Badly Managed Hotel,L'hÃ´tel empoisonnÃ©,0,1896,\N,\N,Comedy
tt0000156,4.2,10,short,A Badly Managed Hotel,L'hÃ´tel empoisonnÃ©,0,1896,\N,\N,Short
tt0000157,4.7,6,short,Idylle,Idylle,0,1897,\N,\N,Short
tt0000158,3.8,6,short,Idylle interrompue,Idylle interrompue,0,1897,\N,\N,Comedy
tt0000158,3.8,6,short,Idylle interrompue,Idylle interrompue,0,1897,\N,\N,Short
tt0000159,5.3,51,short,The Devil's Laboratory,Le cabinet de MÃ©phistophÃ©lÃ¨s,0,1897,\N,1,Horror
tt0000159,5.3,51,short,The Devil's Laboratory,Le cabinet de MÃ©phistophÃ©lÃ¨s,0,1897,\N,1,Short
tt0000160,5.8,8,short,The Last Days of Pompeii,The Last Days of Pompeii,0,1900,\N,\N,Drama
tt0000160,5.8,8,short,The Last Days of Pompeii,The Last Days of Pompeii,0,1900,\N,\N,Short
tt0000161,4.3,6,short,LeÃ§on de danse,LeÃ§on de danse,0,1897,\N,\N,Comedy
tt0000161,4.3,6,short,LeÃ§on de danse,LeÃ§on de danse,0,1897,\N,\N,Short
tt0000162,5.4,372,short,Niagara Falls,Les chutes,0,1897,\N,1,Documentary
tt0000162,5.4,372,short,Niagara Falls,Les chutes,0,1897,\N,1,Short
tt0000164,5.0,209,short,Le pÃªcheur dans le torrent,Le pÃªcheur dans le torrent,0,1897,\N,1,Comedy
tt0000164,5.0,209,short,Le pÃªcheur dans le torrent,Le pÃªcheur dans le torrent,0,1897,\N,1,Short
tt0000165,5.2,74,short,RiÃ±a en un cafÃ©,RiÃ±a en un cafÃ©,0,1897,\N,1,Short
tt0000166,4.7,6,short,Salida de los trabajadores de la fÃ¡brica EspaÃ±a Industrial,Salida de los trabajadores de la fÃ¡brica EspaÃ±a Industrial,0,1897,\N,1,Documentary
tt0000166,4.7,6,short,Salida de los trabajadores de la fÃ¡brica EspaÃ±a Industrial,Salida de los trabajadores de la fÃ¡brica EspaÃ±a Industrial,0,1897,\N,1,Short
tt0000167,4.6,92,short,Salida de misa de doce del Pilar de Zaragoza,Salida de misa de doce del Pilar de Zaragoza,0,1897,\N,\N,Documentary
tt0000167,4.6,92,short,Salida de misa de doce del Pilar de Zaragoza,Salida de misa de doce del Pilar de Zaragoza,0,1897,\N,\N,Short
tt0000168,3.8,6,short,Salida del pÃºblico de la iglesia parroquial de Santa MarÃ­a de Sans,Salida del pÃºblico de la iglesia parroquial de Santa MarÃ­a de Sans,0,1897,\N,1,Documentary
tt0000168,3.8,6,short,Salida del pÃºblico de la iglesia parroquial de Santa MarÃ­a de Sans,Salida del pÃºblico de la iglesia parroquial de Santa MarÃ­a de Sans,0,1897,\N,1,Short
tt0000169,4.1,14,short,SlagsmÃ¥l i gamla Stockholm,SlagsmÃ¥l i gamla Stockholm,0,1897,\N,1,Short
tt0000170,5.3,161,short,The Twins' Tea Party,The Twins' Tea Party,0,1896,\N,1,Comedy
tt0000170,5.3,161,short,The Twins' Tea Party,The Twins' Tea Party,0,1896,\N,1,Short
tt0000172,6.0,553,short,The X-Ray Fiend,The X-Ray Fiend,0,1897,\N,1,Comedy
tt0000172,6.0,553,short,The X-Ray Fiend,The X-Ray Fiend,0,1897,\N,1,Horror
tt0000172,6.0,553,short,The X-Ray Fiend,The X-Ray Fiend,0,1897,\N,1,Short
tt0000173,4.8,16,short,Battle of Santiago Bay,Battle of Santiago Bay,0,1898,\N,\N,Short
tt0000173,4.8,16,short,Battle of Santiago Bay,Battle of Santiago Bay,0,1898,\N,\N,War
tt0000174,4.9,97,short,VÃ½stavnÃ­ pÃ¡rkar a lepic plakÃ¡tÃ¹,VÃ½stavnÃ­ pÃ¡rkar a lepic plakÃ¡tÃ¹,0,1898,\N,1,Comedy
tt0000174,4.9,97,short,VÃ½stavnÃ­ pÃ¡rkar a lepic plakÃ¡tÃ¹,VÃ½stavnÃ­ pÃ¡rkar a lepic plakÃ¡tÃ¹,0,1898,\N,1,Short
tt0000175,4.9,146,short,A Sea Cave Near Lisbon,A Sea Cave Near Lisbon,0,1896,\N,1,Documentary
tt0000175,4.9,146,short,A Sea Cave Near Lisbon,A Sea Cave Near Lisbon,0,1896,\N,1,Short
tt0000177,4.6,172,short,The Burglar on the Roof,The Burglar on the Roof,0,1898,\N,1,Crime
tt0000177,4.6,172,short,The Burglar on the Roof,The Burglar on the Roof,0,1898,\N,1,Short
tt0000178,5.4,70,short,The Cavalier's Dream,The Cavalier's Dream,0,1898,\N,1,Horror
tt0000178,5.4,70,short,The Cavalier's Dream,The Cavalier's Dream,0,1898,\N,1,Short
tt0000179,4.4,17,short,The Cave of the Demons,La caverne maudite,0,1898,\N,\N,Horror
tt0000179,4.4,17,short,The Cave of the Demons,La caverne maudite,0,1898,\N,\N,Short
tt0000181,7.0,31,short,Cinderella,Cinderella,0,1898,\N,\N,Fantasy
tt0000181,7.0,31,short,Cinderella,Cinderella,0,1898,\N,\N,Short
tt0000182,4.9,433,short,"Come Along, Do!","Come Along, Do!",0,1898,\N,1,Comedy
tt0000182,4.9,433,short,"Come Along, Do!","Come Along, Do!",0,1898,\N,1,Short
tt0000183,6.1,14,short,The Corsican Brothers,The Corsican Brothers,0,1898,\N,\N,Drama
tt0000183,6.1,14,short,The Corsican Brothers,The Corsican Brothers,0,1898,\N,\N,Short
tt0000184,4.9,231,short,Cripple Creek Bar-Room Scene,Cripple Creek Bar-Room Scene,0,1899,\N,1,Short
tt0000184,4.9,231,short,Cripple Creek Bar-Room Scene,Cripple Creek Bar-Room Scene,0,1899,\N,1,Western
tt0000186,4.1,12,short,Le cuirassÃ© Maine,Le cuirassÃ© Maine,0,1898,\N,\N,Short
tt0000186,4.1,12,short,Le cuirassÃ© Maine,Le cuirassÃ© Maine,0,1898,\N,\N,War
tt0000187,5.3,29,short,La cÃ¨ne,La cÃ¨ne,0,1898,\N,1,Short
tt0000190,5.1,108,short,DostavenÃ­cko ve mlÃ½nici,DostavenÃ­cko ve mlÃ½nici,0,1898,\N,1,Comedy
tt0000190,5.1,108,short,DostavenÃ­cko ve mlÃ½nici,DostavenÃ­cko ve mlÃ½nici,0,1898,\N,1,Short
tt0000192,4.5,120,short,"Ella Lola, a la Trilby","Ella Lola, a la Trilby",0,1898,\N,\N,Short
tt0000194,5.4,64,short,Express Train on a Railway Cutting,Express Train on a Railway Cutting,0,1898,\N,\N,Documentary
tt0000194,5.4,64,short,Express Train on a Railway Cutting,Express Train on a Railway Cutting,0,1898,\N,\N,Short
tt0000196,4.8,13,short,Faust and Mephistopheles,Faust and Mephistopheles,0,1898,\N,\N,Fantasy
tt0000196,4.8,13,short,Faust and Mephistopheles,Faust and Mephistopheles,0,1898,\N,\N,Short
tt0000197,4.9,7,short,La flagellation,La flagellation,0,1898,\N,\N,Short
tt0000198,4.7,7,short,La fuite en Ã‰gypte,La fuite en Ã‰gypte,0,1898,\N,\N,Short
tt0000205,5.5,17,short,LeÃ§ons de boxe,LeÃ§ons de boxe,0,1898,\N,1,Comedy
tt0000205,5.5,17,short,LeÃ§ons de boxe,LeÃ§ons de boxe,0,1898,\N,1,Short
tt0000205,5.5,17,short,LeÃ§ons de boxe,LeÃ§ons de boxe,0,1898,\N,1,Sport
tt0000208,5.7,437,short,The Miller and Chimney Sweep,The Miller and the Sweep,0,1897,\N,1,Comedy
tt0000208,5.7,437,short,The Miller and Chimney Sweep,The Miller and the Sweep,0,1897,\N,1,Short
tt0000209,4.8,12,short,Photographing a Ghost,Photographing a Ghost,0,1898,\N,\N,Horror
tt0000209,4.8,12,short,Photographing a Ghost,Photographing a Ghost,0,1898,\N,\N,Short
tt0000210,5.2,14,short,A Novice at X-rays,Les rayons RÃ¶ntgen,0,1898,\N,1,Short
tt0000211,7.5,3014,short,A Trip to the Moon,La lune Ã  un mÃ¨tre,0,1898,\N,3,Comedy
tt0000211,7.5,3014,short,A Trip to the Moon,La lune Ã  un mÃ¨tre,0,1898,\N,3,Fantasy
tt0000211,7.5,3014,short,A Trip to the Moon,La lune Ã  un mÃ¨tre,0,1898,\N,3,Horror
tt0000213,4.6,167,short,ScÃ¨ne d'escamotage,ScÃ¨ne d'escamotage,0,1898,\N,1,Short
tt0000214,4.7,51,short,Tearing Down the Spanish Flag,Tearing Down the Spanish Flag,0,1898,\N,\N,Short
tt0000214,4.7,51,short,Tearing Down the Spanish Flag,Tearing Down the Spanish Flag,0,1898,\N,\N,War
tt0000215,4.4,89,short,SmÃ­ch a plÃ¡c,SmÃ­ch a plÃ¡c,0,1898,\N,\N,Documentary
tt0000215,4.4,89,short,SmÃ­ch a plÃ¡c,SmÃ­ch a plÃ¡c,0,1898,\N,\N,Short
tt0000218,5.8,449,short,L'affaire Dreyfus,L'affaire Dreyfus,0,1899,\N,13,Biography
tt0000218,5.8,449,short,L'affaire Dreyfus,L'affaire Dreyfus,0,1899,\N,13,Drama
tt0000218,5.8,449,short,L'affaire Dreyfus,L'affaire Dreyfus,0,1899,\N,13,Short
tt0000219,7.2,21,short,Aladdin and the Wonderful Lamp,Aladdin and the Wonderful Lamp,0,1899,\N,\N,Fantasy
tt0000219,7.2,21,short,Aladdin and the Wonderful Lamp,Aladdin and the Wonderful Lamp,0,1899,\N,\N,Short
tt0000222,4.6,160,short,Au cabaret,Au cabaret,0,1899,\N,1,Comedy
tt0000222,4.6,160,short,Au cabaret,Au cabaret,0,1899,\N,1,Short
tt0000223,6.3,9,short,L'aveugle,L'aveugle,0,1899,\N,\N,Short
tt0000225,5.6,16,short,Beauty and the Beast,La belle et la bÃªte,0,1899,\N,\N,Family
tt0000225,5.6,16,short,Beauty and the Beast,La belle et la bÃªte,0,1899,\N,\N,Fantasy
tt0000225,5.6,16,short,Beauty and the Beast,La belle et la bÃªte,0,1899,\N,\N,Romance
tt0000228,4.9,188,short,La bonne absinthe,La bonne absinthe,0,1899,\N,1,Short
tt0000229,4.6,67,short,Casey at the Bat,Casey at the Bat,0,1899,\N,1,Short
tt0000229,4.6,67,short,Casey at the Bat,Casey at the Bat,0,1899,\N,1,Sport
tt0000230,6.5,1205,short,Cinderella,Cendrillon,0,1899,\N,6,Drama
tt0000230,6.5,1205,short,Cinderella,Cendrillon,0,1899,\N,6,Family
tt0000230,6.5,1205,short,Cinderella,Cendrillon,0,1899,\N,6,Fantasy
tt0000231,3.8,6,short,Portuguese Railway Train,Portuguese Railway Train,0,1896,\N,1,Documentary
tt0000231,3.8,6,short,Portuguese Railway Train,Portuguese Railway Train,0,1896,\N,1,Short
tt0000234,6.3,32,short,Cleopatra's Tomb,ClÃ©opÃ¢tre,0,1899,\N,1,Horror
tt0000234,6.3,32,short,Cleopatra's Tomb,ClÃ©opÃ¢tre,0,1899,\N,1,Short
tt0000235,6.3,492,short,Haggard's She: The Pillar of Fire,La colonne de feu,0,1899,\N,1,Adventure
tt0000235,6.3,492,short,Haggard's She: The Pillar of Fire,La colonne de feu,0,1899,\N,1,Fantasy
tt0000235,6.3,492,short,Haggard's She: The Pillar of Fire,La colonne de feu,0,1899,\N,1,Horror
tt0000239,5.5,158,short,Danse serpentine par Mme. Bob Walter,Danse serpentine par Mme. Bob Walter,0,1899,\N,\N,Short
tt0000240,4.4,44,short,Distributing a War Extra,Distributing a War Extra,0,1899,\N,1,Documentary
tt0000240,4.4,44,short,Distributing a War Extra,Distributing a War Extra,0,1899,\N,1,Short
tt0000242,6.3,787,short,The Sign of the Cross,Le diable au couvent,0,1899,\N,3,Fantasy
tt0000242,6.3,787,short,The Sign of the Cross,Le diable au couvent,0,1899,\N,3,Horror
tt0000242,6.3,787,short,The Sign of the Cross,Le diable au couvent,0,1899,\N,3,Short
tt0000245,7.1,19,short,The Haunted House,The Haunted House,0,1899,\N,\N,Comedy
tt0000245,7.1,19,short,The Haunted House,The Haunted House,0,1899,\N,\N,Fantasy
tt0000245,7.1,19,short,The Haunted House,The Haunted House,0,1899,\N,\N,Horror
tt0000246,6.4,849,short,A Turn of the Century Illusionist,L'impressionniste fin de siÃ¨cle,0,1899,\N,1,Fantasy
tt0000246,6.4,849,short,A Turn of the Century Illusionist,L'impressionniste fin de siÃ¨cle,0,1899,\N,1,Short
tt0000247,4.9,363,short,King John,King John,0,1899,\N,5,Drama
tt0000247,4.9,363,short,King John,King John,0,1899,\N,5,Short
tt0000248,6.0,1179,short,A Kiss in the Tunnel,The Kiss in the Tunnel,0,1899,\N,1,Comedy
tt0000248,6.0,1179,short,A Kiss in the Tunnel,The Kiss in the Tunnel,0,1899,\N,1,Romance
tt0000248,6.0,1179,short,A Kiss in the Tunnel,The Kiss in the Tunnel,0,1899,\N,1,Short
tt0000251,5.5,76,short,Matches: An Appeal,Matches: An Appeal,0,1899,\N,\N,Animation
tt0000251,5.5,76,short,Matches: An Appeal,Matches: An Appeal,0,1899,\N,\N,Short
tt0000253,5.2,13,short,The Miser's Doom,The Miser's Doom,0,1899,\N,\N,Horror
tt0000253,5.2,13,short,The Miser's Doom,The Miser's Doom,0,1899,\N,\N,Short
tt0000256,4.6,114,short,Panorama from the Tower of the Brooklyn Bridge,Panorama from the Tower of the Brooklyn Bridge,0,1899,\N,\N,Documentary
tt0000256,4.6,114,short,Panorama from the Tower of the Brooklyn Bridge,Panorama from the Tower of the Brooklyn Bridge,0,1899,\N,\N,Short
tt0000261,6.0,41,short,A Midnight Episode,Un bon lit,0,1899,\N,1,Comedy
tt0000261,6.0,41,short,A Midnight Episode,Un bon lit,0,1899,\N,1,Horror
tt0000261,6.0,41,short,A Midnight Episode,Un bon lit,0,1899,\N,1,Short
